Company_ID,Comp_Name,Region,Emissions_in_KG,Power_MWh,Year
1074440,Company_1074440,Europe,13427745.74220398,425.2565606963929,2025
1074441,Company_1074441,Africa,19552762.341452185,586.4462334302891,2024
1074518,Company_1074518,Asia,23894.69645500622,562.5784247333968,2026
1074572,Company_1074572,Africa,42142.32900896515,204.93474039046055,2026
1074644,Company_1074644,South America,28013155.543848664,638.7396706456627,2026
1074699,Company_1074699,North America,44683343.10957908,984.9832926551268,2026
1074708,Company_1074708,Africa,41064.524720308844,407.75430520483076,2025
1074718,Company_1074718,Africa,8961.440682777335,364.59946885802896,2025
1075099,Company_1075099,South America,20469.07983305926,575.6229365321017,2025
1075132,Company_1075132,South America,5604.033700665109,835.2983418018445,2026
1075198,Company_1075198,South America,32360.196735516256,836.0830047555065,2026
1075269,Company_1075269,Europe,18504.614849066784,398.36166371775755,2025
1075295,Company_1075295,North America,30011.06656413106,596.2954324954251,2025
1075419,Company_1075419,Africa,48453.176871830736,375.3535360023449,2025
1075554,Company_1075554,Africa,12767.559619668664,712.5174913102763,2026
1075575,Company_1075575,South America,13316134.397649648,556.7527365178131,2024
1075599,Company_1075599,Europe,39715.604250929486,470.1555792289277,2026
1075700,Company_1075700,Asia,29658762.619569033,115.17996332205385,2025
1075995,Company_1075995,North America,26163263.185206316,147.0026088382126,2026
1076331,Company_1076331,Africa,6719176.797296483,690.0157913832651,2025
1076438,Company_1076438,South America,45346.21740514268,401.3846128504303,2024
1076523,Company_1076523,Asia,45355.34952318678,371.6542899092407,2024
1076572,Company_1076572,South America,46424.9660483226,388.0538635395032,2026
1076589,Company_1076589,Asia,43813.33020080353,281.52719925294105,2026
1076597,Company_1076597,North America,29886541.233108234,796.4117618676519,2025
1076660,Company_1076660,North America,21022.64997023624,647.3038371050148,2026
1076975,Company_1076975,South America,11809053.16351739,125.09757553204696,2026
1076995,Company_1076995,North America,7385.22662034058,834.0443501822591,2024
1077205,Company_1077205,Africa,42308.85631744493,724.7297502829093,2025
1077353,Company_1077353,North America,44223111.62986576,545.0168178041935,2024
1077424,Company_1077424,Africa,48790.85536895656,787.5446556082486,2025
1077822,Company_1077822,South America,11691.946419655913,489.11505675599983,2025
1077933,Company_1077933,Asia,34360603.67464413,508.89000575521175,2026
1078096,Company_1078096,North America,30604.67224009645,931.5412091141868,2024
1078146,Company_1078146,Europe,9351.422574004955,666.7898879833757,2025
1078427,Company_1078427,Asia,31105789.130219515,197.6967316007564,2025
1078651,Company_1078651,North America,41170704.034398556,172.85045266872186,2025
1078655,Company_1078655,Europe,17899784.036774784,106.52125923258535,2026
1078701,Company_1078701,Europe,17064.04590395974,182.19194977737953,2024
1078936,Company_1078936,Europe,46803.661663191764,665.1109529305861,2024
1079072,Company_1079072,North America,41976.95365299912,668.3880417794306,2024
1079241,Company_1079241,South America,39418.38892775976,119.65450440184095,2026
1079302,Company_1079302,South America,32103607.115884785,478.8056129949684,2025
1079316,Company_1079316,North America,30279.18889178948,289.8478758031726,2026
1079535,Company_1079535,Asia,12784822.804564437,896.745855018896,2026
1079536,Company_1079536,North America,45585.80316212517,616.7656038651123,2026
1079755,Company_1079755,South America,22600.15175201261,892.076822478857,2026
1079859,Company_1079859,Asia,35688.18503765874,509.9602596871393,2026
1080051,Company_1080051,Africa,30478027.654501475,130.7183729703529,2025
1080245,Company_1080245,Asia,40523.33127990593,736.2890846561356,2024
1080551,Company_1080551,Asia,10737.215458190967,725.316161107866,2024
1080697,Company_1080697,Africa,10190997.073700132,255.99680999422588,2024
1080818,Company_1080818,Europe,33992.18778098234,145.9105834427548,2026
1080933,Company_1080933,North America,9369156.700137021,873.775027309116,2024
1081013,Company_1081013,Europe,43225.92735179009,462.72667431711636,2026
1081123,Company_1081123,Asia,31702.26136465897,433.5848541528294,2024
1081377,Company_1081377,Europe,10824.875506286924,614.3503867445222,2025
1081521,Company_1081521,North America,29705969.350668993,672.2870859545458,2026
1081699,Company_1081699,Europe,14686.418293775303,918.1623569644063,2024
1081746,Company_1081746,Africa,16345894.72593884,634.6291004085492,2024
1081755,Company_1081755,North America,26109.09575836666,747.3868597285276,2024
1081852,Company_1081852,North America,48088.70575604337,869.6517647522379,2025
1081934,Company_1081934,North America,27880.4676392293,233.06746934655797,2024
1081964,Company_1081964,Asia,36267.39283317947,908.8209650891331,2025
1082006,Company_1082006,Asia,10477.775003588438,825.6703983414704,2025
1082042,Company_1082042,South America,13617.796969201276,548.4150342885406,2026
1082070,Company_1082070,North America,47922.62443976732,786.572899069187,2026
1082281,Company_1082281,Africa,45343162.71127047,322.55126914907044,2025
1082312,Company_1082312,North America,18810.45238703262,568.0457564173728,2026
1082395,Company_1082395,South America,27252.910028602768,851.4325894586108,2026
1082479,Company_1082479,North America,34358.33169229725,802.5247340248071,2024
1082663,Company_1082663,Europe,35769618.13129173,805.6429064829063,2025
1082672,Company_1082672,South America,20953.905624926545,636.2183248717491,2024
1082709,Company_1082709,Asia,32013.346989517788,152.83187287702415,2026
1082817,Company_1082817,Europe,35751.549528064854,595.9883900137145,2026
1082962,Company_1082962,Europe,40984.242092088,380.8513606457631,2024
1083009,Company_1083009,Asia,20249770.64506012,543.4664612241163,2025
1083051,Company_1083051,North America,27869.331503958772,849.7929956759921,2025
1083164,Company_1083164,Europe,13907344.435738053,688.0777825862292,2025
1083253,Company_1083253,Africa,10547300.605276745,665.7457414303549,2026
1083280,Company_1083280,South America,25114.679145711463,732.3715154064903,2025
1083454,Company_1083454,Asia,35117023.87005242,594.2214459972748,2024
1083643,Company_1083643,Africa,19247.413403419458,166.19894836305792,2024
1083726,Company_1083726,Africa,48238142.69420254,384.6204919443236,2025
1083750,Company_1083750,Asia,25817465.050289646,646.7097052777292,2026
1083785,Company_1083785,Europe,10452.6107323781,528.7849125030574,2024
1083980,Company_1083980,Europe,24026605.96461487,452.39515370981013,2024
1083987,Company_1083987,South America,46076.5703300037,198.06239848836935,2025
1084196,Company_1084196,Asia,40995066.24649805,727.9488754862583,2024
1084228,Company_1084228,Asia,45823.52107749456,468.94769426442394,2026
1084497,Company_1084497,North America,17872.46823020625,331.9577948840828,2024
1084522,Company_1084522,Asia,18185.619361655372,671.201657920726,2026
1084588,Company_1084588,South America,20989509.278921112,155.53777928659648,2024
1084618,Company_1084618,Asia,14895060.458061958,766.073882007909,2026
1084756,Company_1084756,South America,13974922.811726406,850.508663503922,2026
1084813,Company_1084813,Asia,36030669.975441344,590.0159611858337,2025
1084884,Company_1084884,Asia,44282.18484340203,426.0290584095353,2024
1085174,Company_1085174,Africa,30297.228534055663,640.1495667553708,2025
1085185,Company_1085185,South America,32643073.885064248,382.04516770343594,2026
1085561,Company_1085561,Asia,40744.5726078529,172.74432394825618,2025
1085564,Company_1085564,North America,41878069.50390089,292.3302427884048,2026
1085648,Company_1085648,Europe,36808.10797777951,302.37593413362663,2025
1085958,Company_1085958,North America,15445455.341630813,253.89944451502413,2026
1085983,Company_1085983,South America,41675908.75274392,956.8965460823505,2025
1086038,Company_1086038,South America,5942.653993890079,680.5010559328705,2025
1086065,Company_1086065,South America,30236.380274137937,778.6518816161938,2025
1086268,Company_1086268,Asia,21591.697743865614,865.2022763602872,2025
1086317,Company_1086317,South America,23700.473483541184,984.5063021286945,2024
1086337,Company_1086337,Europe,16724906.516840514,364.61889639266917,2026
1086357,Company_1086357,North America,22375933.9252901,146.70726720087447,2026
1086420,Company_1086420,Africa,44386.49392914923,132.41639566466037,2025
1086473,Company_1086473,South America,14450.621160816287,805.2053055895694,2025
1086489,Company_1086489,North America,12803026.923105968,286.3944993456561,2026
1086496,Company_1086496,South America,7734.996501251815,662.2703678313794,2026
1086570,Company_1086570,Africa,12755.746156030968,351.3092177366508,2025
1086584,Company_1086584,Asia,36563.57210088863,749.1301884929875,2026
1086693,Company_1086693,Asia,39853.22269470334,786.4384091221464,2025
1086752,Company_1086752,Asia,49595.00979104033,426.76027113851643,2024
1086874,Company_1086874,Africa,22303666.28907395,838.559442434078,2026
1086882,Company_1086882,Africa,5484.159437898602,732.4585287141742,2026
1086940,Company_1086940,North America,16196.79276955296,853.4022633809528,2026
1086978,Company_1086978,South America,37650300.74532413,853.6686619804045,2025
1087053,Company_1087053,North America,42324.79284279084,679.981519960257,2024
1087061,Company_1087061,Africa,5819211.872869104,108.9772211488393,2026
1087301,Company_1087301,Europe,32908.178106842024,715.8464235370637,2024
1087331,Company_1087331,South America,38085440.421563216,796.3832698421282,2026
1087342,Company_1087342,Asia,36741957.942232415,422.9708417188936,2025
1087440,Company_1087440,North America,44907.83572588761,875.3777846537988,2026
1087443,Company_1087443,South America,43897.088042008356,691.8287270457903,2024
1087493,Company_1087493,Africa,14739.080387076678,860.8253774480461,2025
1087767,Company_1087767,Asia,14418731.635026047,824.3928932716319,2026
1087802,Company_1087802,South America,46024.54566484493,397.1870131620901,2025
1088116,Company_1088116,North America,18472.809075844598,404.05072082607154,2025
1088141,Company_1088141,North America,29781645.547397427,856.1625298169575,2025
1088147,Company_1088147,Asia,17856.0117317701,848.0990231027142,2024
1088208,Company_1088208,Asia,27777659.814416755,951.7957271311178,2025
1088329,Company_1088329,South America,6691.244407602663,334.1363588615231,2024
1088386,Company_1088386,Asia,13014.188522732104,478.78732905273347,2025
1088485,Company_1088485,Africa,25212.75047610747,381.37973184894537,2025
1088519,Company_1088519,Europe,8751629.537439292,482.407856820007,2026
1088831,Company_1088831,Africa,27317.244588934947,519.0227707015335,2024
1088867,Company_1088867,Europe,19474.096973474738,828.7189627527293,2024
1088893,Company_1088893,North America,44810.36400570448,610.1624966122904,2024
1088924,Company_1088924,Europe,46218.49430287865,318.46696762580535,2026
1088955,Company_1088955,North America,23357.46207343043,855.0710438188174,2026
1089039,Company_1089039,Africa,21497.632949118353,721.9072948179212,2025
1089122,Company_1089122,Europe,39586.373590412186,646.8391073374107,2024
1089530,Company_1089530,North America,31108.02299219652,718.246624388553,2024
1089631,Company_1089631,Europe,21796.203918702282,366.413389466595,2025
1089953,Company_1089953,South America,49064956.57412195,861.0984788390632,2025
1090007,Company_1090007,North America,7909.68454572124,201.30923840486747,2024
1090123,Company_1090123,Asia,14123.771545475349,938.7265603875386,2024
1090288,Company_1090288,South America,24808411.789441347,529.2446175586871,2024
1090393,Company_1090393,Asia,12091.130277598086,805.5482847779009,2025
1090541,Company_1090541,Asia,28006867.913776334,468.3160233115747,2026
1090586,Company_1090586,South America,49971590.39528778,171.04801494928833,2025
1090764,Company_1090764,South America,47106.25632822808,470.08721356305267,2024
1090939,Company_1090939,South America,33033.266425045134,498.8316218361783,2026
1090942,Company_1090942,Asia,24943468.15863971,396.8056746690136,2025
1090945,Company_1090945,South America,32901702.241386324,237.74375470334772,2025
1090974,Company_1090974,Europe,11357.828450142562,262.0494449831817,2024
1091011,Company_1091011,Africa,15516.214760394087,902.5600680979086,2026
1091024,Company_1091024,South America,30669.38527923767,583.1901795418752,2025
1091049,Company_1091049,North America,34719.042574257386,334.22213348872884,2026
1091190,Company_1091190,Africa,33876.71879458488,740.6595451191097,2025
1091192,Company_1091192,Africa,24225265.5714703,108.47329520410412,2024
1091314,Company_1091314,North America,23798450.210266065,199.38654018339793,2024
1091405,Company_1091405,South America,20640.52416194834,296.9226346616905,2026
1091555,Company_1091555,Europe,19123.590944889853,565.0851261657722,2025
1091608,Company_1091608,Africa,27471.008021004534,364.6008927692133,2024
1091732,Company_1091732,North America,49062.599847915786,111.80037989706418,2025
1091738,Company_1091738,South America,49069049.08616129,939.2262110085882,2025
1091838,Company_1091838,Africa,41054.47585463161,125.21051707619056,2024
1091841,Company_1091841,North America,41104406.22130534,858.977792048677,2024
1091888,Company_1091888,South America,8155.830294784362,948.4061946284626,2024
1091905,Company_1091905,Asia,47177.226324928466,159.1799954335561,2024
1091931,Company_1091931,North America,7197.772849758499,260.8058892593294,2025
1091949,Company_1091949,Asia,35996168.02867015,774.2938765164048,2025
1092039,Company_1092039,Asia,42424.996016752986,679.4843666548802,2025
1092066,Company_1092066,North America,17303976.52178389,122.50113104481223,2026
1092070,Company_1092070,Africa,19887.983995837247,574.1246599577629,2025
1092174,Company_1092174,Asia,30092785.136375047,960.7055085131313,2025
1092177,Company_1092177,South America,11141.547904104526,666.9979725284602,2025
1092303,Company_1092303,Africa,37119.5750038456,787.0617372644575,2024
1092434,Company_1092434,Africa,34202.745928340846,233.35539475721674,2024
1092539,Company_1092539,North America,13336.18151161207,249.4028798028732,2025
1092584,Company_1092584,North America,44186.00209243779,925.5146052253765,2024
1092600,Company_1092600,Africa,43721.47635065306,449.95400113564745,2024
1092668,Company_1092668,Asia,32574.96368915048,676.2157612123128,2024
1092976,Company_1092976,South America,41930297.17886474,809.1964293273818,2025
1093073,Company_1093073,Europe,7898.974532957327,193.41289397313056,2025
1093078,Company_1093078,Europe,8420.67476175485,354.9995835662095,2024
1093157,Company_1093157,North America,15693.588389569215,916.3142556702658,2025
1093230,Company_1093230,South America,49554.845460652265,875.7448180981578,2025
1093270,Company_1093270,South America,31528.68253413928,943.111096357554,2025
1093290,Company_1093290,Europe,5359.463756235093,221.97962171160407,2024
1093373,Company_1093373,Africa,39610.4624377756,337.97061040257114,2025
1093560,Company_1093560,Asia,36623.73940775875,220.4741927109195,2026
1093973,Company_1093973,Asia,49367870.32123851,859.2411161046249,2025
1093982,Company_1093982,Africa,46144.9782718551,451.32019066069915,2026
1094033,Company_1094033,South America,10204941.96488256,256.0682277156466,2025
1094038,Company_1094038,Africa,28130.795873665127,854.9239242909564,2026
1094160,Company_1094160,South America,47000.84559353352,204.67724624081893,2025
1094361,Company_1094361,South America,42616.40565107182,677.8880657845388,2024
1094471,Company_1094471,Africa,47982.76669139595,491.01262158367507,2025
1094484,Company_1094484,Europe,27271492.254339468,690.2264260180473,2026
1094550,Company_1094550,Asia,34344256.87201181,280.8001397522156,2025
1094587,Company_1094587,Asia,17942.58583304274,842.6639496431641,2025
1094623,Company_1094623,Asia,21376607.365290407,717.3784290131381,2026
1094684,Company_1094684,North America,36578.61467838684,806.0243146836955,2026
1094879,Company_1094879,South America,19184343.93892758,347.7062612535897,2026
1094895,Company_1094895,Europe,8503805.015881723,763.7379915026326,2026
1094982,Company_1094982,Asia,44973.50584940875,751.1350596119571,2025
1095080,Company_1095080,North America,8607.425552973973,783.4170195528785,2025
1095120,Company_1095120,Europe,9935.148838436631,552.1359786339317,2026
1095228,Company_1095228,South America,23584.31150933484,844.161717298147,2024
1095310,Company_1095310,Asia,37920736.64437804,885.2865364527202,2026
1095314,Company_1095314,Asia,22711.254708592445,298.0286450493369,2026
1095344,Company_1095344,Asia,22235.72021281231,544.4949881024567,2025
1095433,Company_1095433,Asia,8266363.201315651,684.2998894081104,2026
1095623,Company_1095623,Africa,38192136.89565988,144.72651235082262,2025
1095760,Company_1095760,Asia,15712.26854134272,310.1044440518168,2025
1096079,Company_1096079,Asia,30940.676488720022,801.9095514195062,2024
1096142,Company_1096142,Asia,9458.5621090569,157.85360196286166,2026
1096159,Company_1096159,Asia,44803.54665530566,307.34992887329213,2026
1096168,Company_1096168,South America,25590.66628109587,102.2587724108343,2025
1096333,Company_1096333,Africa,30567177.423820764,434.82815102974297,2024
1096349,Company_1096349,Europe,39238.77327423025,612.0116968671733,2024
1096472,Company_1096472,North America,15898111.510072874,359.193450658103,2025
1096651,Company_1096651,Asia,8880419.825107072,799.9756933483729,2025
1096691,Company_1096691,North America,29984.74787585499,591.425249669803,2026
1096698,Company_1096698,Africa,14725.230628008427,375.3410907890532,2026
1096702,Company_1096702,Africa,8205.044089318324,900.9191586250978,2024
1096749,Company_1096749,Africa,36648.184210433596,804.2956287323666,2026
1096905,Company_1096905,Africa,5041.0627877917395,239.21064900662157,2026
1096970,Company_1096970,North America,32806.84911940856,177.11045106027962,2026
1097256,Company_1097256,Asia,29625085.681297887,960.0367549951103,2024
1097343,Company_1097343,Asia,12279.57934781097,424.2068181665016,2026
1097366,Company_1097366,Europe,17633.30606797456,274.3609254230549,2026
1097485,Company_1097485,Europe,44684525.87425129,787.1719590882245,2026
1097578,Company_1097578,South America,42827.189750229496,140.99886947392065,2024
1097648,Company_1097648,Europe,35143.988655990965,419.56921547793763,2025
1097693,Company_1097693,Europe,27146879.017062865,978.7872756238747,2025
1098028,Company_1098028,Europe,40114188.82848949,524.8448968613213,2026
1098146,Company_1098146,North America,17676278.145173144,748.4389518925686,2024
1098148,Company_1098148,Africa,15312.629024706248,723.4708729359076,2024
1098197,Company_1098197,South America,7539.84587064429,224.28191498533073,2024
1098200,Company_1098200,North America,37785.46069629327,883.8034329022355,2025
1098273,Company_1098273,Europe,42530.45969637461,786.6054640892415,2024
1098405,Company_1098405,North America,45833.47321050355,947.2094875070625,2024
1098429,Company_1098429,North America,7335203.1318623945,143.98819182368243,2026
1098638,Company_1098638,Asia,17258701.533970103,434.4941568947398,2025
1098787,Company_1098787,North America,29225.248059434758,181.24633050029502,2025
1098973,Company_1098973,Asia,7160533.069937763,735.8637323466446,2025
1099137,Company_1099137,South America,45471.524402904826,789.4960627656045,2025
1099207,Company_1099207,Africa,40924.49852824351,661.0498503480982,2025
1099286,Company_1099286,North America,33666.74091182318,727.7329544672488,2025
1099376,Company_1099376,Africa,37159178.89419419,744.810438229941,2026
1099479,Company_1099479,South America,13142.500680588502,990.5111950386436,2026
1099490,Company_1099490,Asia,8637.597966228614,337.15684950164024,2025
1099662,Company_1099662,South America,39250142.25038878,499.58648951831606,2024
1099718,Company_1099718,Europe,9586.581473131462,685.6212420249384,2025
1099938,Company_1099938,Europe,30025.83525301132,198.91747852977056,2026
1100218,Company_1100218,Europe,23390.887229274722,838.145897222969,2024
1100262,Company_1100262,Africa,41502.873413443565,523.1529597056403,2024
1100323,Company_1100323,Asia,19717.804912557312,524.453033404764,2024
1100460,Company_1100460,Asia,36578.334169133304,200.13679725762975,2024
1100510,Company_1100510,Asia,38148.52803064779,777.0051118574945,2026
1100548,Company_1100548,Europe,44001.78065618993,662.5576725675344,2024
1100862,Company_1100862,North America,34627388.649827965,116.45053472173873,2024
1100867,Company_1100867,Europe,38286270.587626725,493.018839708851,2024
1100896,Company_1100896,South America,44694838.98999948,348.1525359374016,2026
1100897,Company_1100897,Asia,36497.188515221336,513.0719003688555,2026
1101025,Company_1101025,Asia,6685260.995882569,995.7496794689703,2025
1101032,Company_1101032,South America,21510.673197588218,970.1293486831953,2024
1101094,Company_1101094,Europe,47947145.52536376,239.64203992890313,2026
1101165,Company_1101165,Africa,23553.157963826656,188.59219442243568,2024
1101323,Company_1101323,Asia,46289371.35227823,205.62676728092163,2025
1101385,Company_1101385,South America,41481.46444729646,807.8739870743515,2026
1101426,Company_1101426,Europe,23236.64549449504,476.1580743443589,2025
1101661,Company_1101661,Europe,29461.240604300325,374.55475374556937,2026
1101674,Company_1101674,North America,11584.242269568484,818.2314203867573,2024
1101788,Company_1101788,Africa,8601676.225885613,278.3025838331964,2024
1101843,Company_1101843,North America,5476407.684328352,118.9767525204166,2025
1101870,Company_1101870,South America,13803.819843359472,483.77818786914344,2024
1101913,Company_1101913,Europe,47827.822494843764,842.6722765371712,2024
1101974,Company_1101974,South America,6955980.502200125,120.79956636483129,2024
1102031,Company_1102031,North America,36615.44548688962,787.3677276200156,2026
1102057,Company_1102057,Africa,36282.14243120166,964.873623617763,2026
1102138,Company_1102138,South America,10502.641156542297,240.9230188129038,2024
1102188,Company_1102188,Africa,26653.398717354125,111.09766036933797,2025
1102396,Company_1102396,Africa,39802.30869811212,574.0411068107348,2026
1102452,Company_1102452,South America,37857.2575314989,767.985754691254,2024
1102464,Company_1102464,Europe,13464597.070078721,559.6302366879102,2024
1102470,Company_1102470,Asia,30962309.0594196,480.7751449950018,2026
1102489,Company_1102489,Asia,17388196.70497199,200.49974799964582,2025
1102509,Company_1102509,Asia,5674.36775392693,821.3129043079475,2026
1102710,Company_1102710,North America,35955610.200853914,651.7377198919688,2026
1102766,Company_1102766,Asia,32928.46533148112,538.4301445725076,2025
1102904,Company_1102904,Africa,25687.844296452044,875.5776893315036,2024
1102965,Company_1102965,Asia,42295.4472583155,700.7736181941125,2024
1103105,Company_1103105,South America,18911217.217621744,529.0221707207941,2026
1103203,Company_1103203,Europe,49552.23862685305,900.2172337629131,2026
1103292,Company_1103292,South America,39043.54521462236,603.1539931603741,2025
1103376,Company_1103376,South America,37568.00845840534,207.31202812646865,2025
1103481,Company_1103481,Europe,6871.553616423072,993.3384045214416,2025
1103502,Company_1103502,Europe,14829678.472010132,570.6980732300426,2026
1103769,Company_1103769,Asia,35659.68688977306,714.157383769784,2026
1103847,Company_1103847,Asia,5344644.6184098255,220.74001506530553,2025
1104109,Company_1104109,Asia,29696.85202371518,861.0724564137842,2026
1104170,Company_1104170,Africa,6193.82374074117,168.95097255231994,2026
1104246,Company_1104246,North America,49069053.985823184,154.44948606711836,2024
1104289,Company_1104289,South America,30037.69242410561,816.3260074300513,2024
1104316,Company_1104316,North America,23500751.703160625,946.4862988252668,2025
1104464,Company_1104464,Asia,15206739.433750784,577.4185206356153,2026
1104670,Company_1104670,North America,44370.89201772648,627.2862536913401,2024
1104781,Company_1104781,Europe,28063999.86625002,163.59750623520944,2025
1104803,Company_1104803,North America,41444290.8691314,504.7050768426864,2025
1104934,Company_1104934,Asia,28828.948416975338,707.982314830034,2024
1105080,Company_1105080,Europe,47518.83625087466,159.50592869129213,2026
1105083,Company_1105083,Asia,33728629.98081202,665.722686512727,2025
1105126,Company_1105126,South America,15131.589464072407,650.8948489645151,2026
1105228,Company_1105228,Africa,44285886.1919703,877.3538239853082,2025
1105232,Company_1105232,Europe,32045.25657211131,739.2838093600666,2024
1105324,Company_1105324,Africa,31300.94252514029,873.8631453181691,2025
1105432,Company_1105432,North America,39558579.15028728,235.66345998923086,2026
1105607,Company_1105607,North America,45525670.04021862,119.28102442688922,2025
1105810,Company_1105810,North America,44821357.453779556,632.2246030389831,2025
1105978,Company_1105978,Asia,6460.649110129904,229.06908076299342,2024
1106013,Company_1106013,South America,34475605.625126965,682.9426140717363,2025
1106048,Company_1106048,Asia,15870.219022875595,227.4989047300552,2024
1106275,Company_1106275,South America,18267499.35500533,480.4422145382636,2024
1106293,Company_1106293,North America,48206.13380002615,391.63207953276816,2025
1106554,Company_1106554,Asia,29477857.180523723,591.5237605458809,2024
1106634,Company_1106634,North America,27730.448346717185,212.99462533120874,2026
1106719,Company_1106719,North America,48158938.92197477,206.4217684113528,2024
1106806,Company_1106806,Europe,29139058.526707068,943.8437456189272,2024
1106869,Company_1106869,Asia,42870.68861616933,856.4713785110406,2026
1106883,Company_1106883,South America,33543.53713688219,541.0692781143124,2024
1107024,Company_1107024,North America,38864007.666582316,109.15821368817849,2025
1107223,Company_1107223,South America,35371168.83353596,138.99435273755012,2025
1107434,Company_1107434,South America,12373614.04887357,865.4373038673483,2024
1107638,Company_1107638,South America,7013621.209080659,975.7348178321813,2026
1107791,Company_1107791,Asia,8782.770716586143,342.49378962292843,2026
1107984,Company_1107984,Asia,17992976.059358243,759.535101712156,2024
1107989,Company_1107989,Asia,27233.642205107222,487.49652222035843,2026
1108200,Company_1108200,Asia,49177.628589316715,662.2682684234453,2025
1108417,Company_1108417,Asia,48860.230381779314,346.5772236524624,2026
1108476,Company_1108476,Africa,10092.284222894956,970.1437299896494,2025
1108674,Company_1108674,Asia,28967407.037899073,440.2172409842204,2024
1108692,Company_1108692,Africa,17339.690082600668,489.5241141750906,2025
1108789,Company_1108789,Africa,15627.902040009229,587.973352567964,2025
1109193,Company_1109193,South America,16161756.282011012,532.2248936392014,2026
1109199,Company_1109199,Asia,28482.764014072207,907.1280102208262,2025
1109373,Company_1109373,Africa,33499487.531876963,550.1503600574536,2026
1109434,Company_1109434,South America,41175.796630693025,384.5730358022143,2024
1109783,Company_1109783,South America,13290.581196582229,867.3337089725828,2026
1109826,Company_1109826,South America,20635.364957033773,785.5702042117846,2025
1109910,Company_1109910,South America,32395034.526347563,579.4257571243689,2025
1109939,Company_1109939,Europe,41809.84359281929,554.2597211551151,2024
1109940,Company_1109940,Europe,35153.12266742902,242.52052816074857,2024
1109996,Company_1109996,South America,16709.391879293937,348.5930508399408,2025
1109998,Company_1109998,Europe,30309.748171904088,223.26205218287228,2026
1110142,Company_1110142,South America,44520.12860631158,722.9446893124871,2025
1110180,Company_1110180,Europe,36985.56947406633,783.3489833970903,2025
1110198,Company_1110198,Europe,31489910.190511174,186.917801914328,2025
1110233,Company_1110233,South America,43952784.81866741,860.583819197402,2024
1110317,Company_1110317,Asia,15678.845034972706,794.8866070287718,2024
1110365,Company_1110365,Asia,13230.079437481183,465.4242372836345,2024
1110379,Company_1110379,Europe,14677.086841665345,565.3020975269068,2024
1110443,Company_1110443,South America,39913.71643515666,245.6267928938205,2026
1110487,Company_1110487,South America,25784.31783056558,408.8950650561751,2025
1110532,Company_1110532,South America,43544.48132072157,345.33466856678274,2025
1110536,Company_1110536,Africa,38575.45189061042,114.78802754609916,2025
1110635,Company_1110635,North America,17300.40606473618,598.8181066039961,2025
1110648,Company_1110648,Asia,40630.418536409095,118.13664746773203,2025
1110917,Company_1110917,Asia,32059756.651142437,442.83704264133263,2024
1111035,Company_1111035,North America,12100393.054026982,761.544125744263,2025
1111247,Company_1111247,South America,25573.46620025742,182.89563233437366,2025
1111344,Company_1111344,Asia,27717878.61558275,747.2151772602497,2024
1111360,Company_1111360,Europe,38852.95699813494,487.872432575242,2024
1111612,Company_1111612,South America,20323.831360357315,606.2081317020861,2025
1111644,Company_1111644,Europe,39543.4247045554,395.96009461921074,2024
1111722,Company_1111722,Asia,29357.391390290184,232.92052956700124,2024
1111771,Company_1111771,South America,32587.538555367875,531.2520002435365,2025
1111806,Company_1111806,South America,6668494.225752429,620.7582913368016,2025
1112094,Company_1112094,Asia,49689.24806184736,436.9116737986758,2025
1112126,Company_1112126,Asia,45894570.76312818,116.91507915703953,2026
1112261,Company_1112261,Africa,27114.753710064964,865.9623645423469,2025
1112466,Company_1112466,South America,37596.469870712026,263.9442711463222,2024
1112542,Company_1112542,South America,14986143.992825165,820.4990603047307,2024
1112583,Company_1112583,South America,49229405.571857706,647.9746676637633,2025
1112831,Company_1112831,North America,40929.34487918696,738.093301389911,2024
1112873,Company_1112873,Asia,7667.655403891025,924.7657920902003,2026
1113102,Company_1113102,Europe,47000.04452486338,146.5772808685503,2025
1113135,Company_1113135,Africa,36224270.172047876,702.9048982948955,2026
1113270,Company_1113270,Africa,26795039.78594546,758.617661327541,2025
1113332,Company_1113332,Africa,11658807.604737328,402.8152077652331,2026
1113349,Company_1113349,South America,25088.230322550997,444.17042781964574,2025
1113366,Company_1113366,Europe,46888577.70042298,856.6273883624024,2025
1113713,Company_1113713,Asia,29606034.32262364,567.7415393502963,2025
1113840,Company_1113840,South America,49452.07111920967,713.8579681376355,2024
1114109,Company_1114109,Africa,25444675.924859673,324.50464848665314,2025
1114139,Company_1114139,Africa,18916.555608135328,421.9008360398467,2024
1114301,Company_1114301,Africa,5618.498700911888,917.2535524164922,2026
1114466,Company_1114466,Africa,17839.984480571187,125.1318878787434,2024
1114717,Company_1114717,Africa,11351.066182855557,694.0960449133178,2026
1115320,Company_1115320,Africa,44772.77439196944,694.197668262384,2025
1115383,Company_1115383,Asia,38076132.79897331,474.7874677935083,2026
1115418,Company_1115418,South America,47744051.6925371,207.67597415760576,2026
1115455,Company_1115455,South America,28111.63678551762,843.2565238443268,2024
1115492,Company_1115492,Europe,39031.463078100576,802.4355798089887,2024
1115513,Company_1115513,Europe,35451.9643218506,927.9937029818454,2025
1115579,Company_1115579,South America,10195691.21793512,977.5980139782375,2025
1115705,Company_1115705,North America,33917.46568403542,227.1425477628081,2024
1115755,Company_1115755,Africa,24049.753985291904,916.7036646525424,2025
